RegExTimes AutomataTimes FlexTimes
648180500 207672400 42322200
648211100 207693300 42326800
648236000 207714100 42331500
648260900 207729000 42335200
648281500 207742600 42337600
648307000 207761000 42341000
648397300 207775700 42344400
648430900 207795400 42348700
648452400 207808200 42350700
648474700 207823000 42353800
648494800 207834200 42356400
648520200 207846200 42359900
648541300 207856600 42361900
648569300 207870600 42365000
648589500 207882300 42367900
648612500 207900700 42371300
648632800 207915100 42374400
648653000 207933500 42376700
648677400 207946300 42382200
648704200 207970300 42394500
648726600 207982800 42397300
648760500 208004300 42402100
648785800 208019700 42404400
648811700 208031600 42406600
648833900 208043300 42413000
648860800 208062600 42422900
648885000 208079400 42429700
648911300 208092600 42433300
648932800 208105500 42436400
648958800 208122800 42441000
649484100 208140500 42445300
649525700 208157000 42448200
649562100 208170200 42451300
649586600 208181700 42454500
649607600 208196200 42457000
649655300 208234500 42466400
649680900 208253800 42470300
649709300 208269700 42474000
649735100 208288000 42477300
649755700 208299000 42480500
649775800 208310700 42483400
649799200 208329600 42487900
649819500 208343300 42490200
649843000 208357200 42493900
649864100 208369100 42496300
649884000 208382500 42498500
649905000 208394800 42501400
649932600 208446400 42504500
649957600 208460100 42507600
649984100 208473100 42511200
650004700 208490100 42514300
650025000 208499600 42517400
650048600 208510800 42522500
650069300 208517900 42525000
650089800 208524900 42527800
650110600 208532100 42529700
650134400 208541200 42533300
650157800 208548100 42536500
650183000 208556100 42540400
650203000 208563000 42543200
650226600 208571700 42546600
650296800 208580800 42550400
650324100 208587700 42552500
650347400 208594800 42554800
650373400 208602100 42558100
650409900 208614700 42562900
650431700 208621800 42565900
650452800 208628700 42568400
650478600 208637400 42572000
650499600 208644200 42573800
650524300 208653000 42577700
650548900 208661100 42580800
650585600 208673200 42585200
650607900 208680500 42588200
650629600 208687700 42590900
650659600 208699800 42595800
650688400 208708400 42599400
650708900 208715500 42601900
650734200 208724100 42606000
650757500 208734300 42610800
650783400 208743100 42614200
650804500 208749900 42616300
650828400 208758600 42620200
650851900 208766500 42623300
650885400 208776300 42628200
650909100 208785500 42632700
650932600 208794700 42636800
650967600 208804700 42640200
650994600 208812600 42643500
651020400 208819800 42646400
651041600 208826600 42648400
651063400 208833500 42651400
651083900 208840400 42653600
651109900 208849000 42657000
651130100 208855800 42659300
651153800 208863800 42662500
651177100 208871800 42666300
651225100 208884000 42671600
651254800 208891800 42674000
651290600 208900600 42677600
651321300 208907400 42680200
651593500 208914200 42682600
651622800 208921200 42685100
651651800 208930200 42688900
651676400 208937300 42691000
651698500 208944400 42693200
651720600 208954000 42697700
651745100 208963200 42701900
651780200 208975700 42715100
651804400 208983900 42719400
651832300 208992000 42723000
651854100 208999600 42726100
652020500 209008700 42731600
652064300 209026300 42739600
652092400 209036900 42744600
652114000 209044100 42747700
652145500 209057600 42751700
652183700 209068400 42756100
652215300 209075500 42758500
652305000 209082500 42761200
652331500 209092300 42765200
652351500 209099300 42768600
652412100 209106500 42770800
652440700 209115600 42775100
652486600 209132400 42783200
652514700 209141900 42786500
652546800 209151400 42790300
652572600 209158700 42792300
652596000 209167000 42795200
652621900 209174900 42798400
652646700 209182900 42801700
652682800 209193600 42805700
652727200 209212600 42814000
652749800 209220300 42817500
652775200 209230600 42822200
652806000 209238700 42825600
652831100 209245900 42827800
652854700 209252800 42830700
652882100 209262000 42834700
652903800 209268900 42837400
652925800 209276000 42839700
652953100 209284000 42842700
652978900 209292600 42846600
653003800 209306000 42850200
653023800 209323800 42852800
653053000 209352500 42857600
653075100 209360500 42860400
653105000 209370200 42864400
653125400 209377300 42867800
653890000 209389500 42872300
653930200 209399400 42876400
653951100 209406400 42878000
653978700 209414100 42882000
654007800 209422600 42885600
654057300 209436900 42891200
654077500 209444500 42894800
654098500 209451400 42897800
654120700 209460100 42901100
654391600 209469000 42904600
654414900 209476100 42906900
654433700 209483200 42908800
654459600 209491100 42912200
654478900 209498000 42915200
654502200 209506300 42918700
654522700 209513100 42921300
654544500 209520200 42924600
654564100 209527300 42926900
654590900 209535800 42931100
654618800 209544700 42934900
654647800 209553300 42937900
654667700 209560200 42940800
654691000 209567300 42943600
654711000 209574300 42945800
654761100 209592700 42953200
654781200 209600600 42956600
654806100 209610000 42960500
654833200 209618900 42964500
654853100 209625800 42967200
654885900 209634400 42971600
654918900 209644900 42975500
654945900 209654000 42979200
654970100 209663100 42983100
654997800 209671600 42986700
655065200 209680400 42990200
655098800 209690500 42998200
655126400 209698900 43006000
655147200 209705800 43016700
655172000 209715000 43022500
655192000 209721900 43030600
655219900 209729900 43034700
655250400 209739300 43039200
655276000 209748000 43042300
655296600 209755000 43044400
655317800 209762100 43047500
655341500 209771300 43051500
655368100 209779300 43054700
655388200 209786100 43057400
655409700 209792900 43060000
655433400 209802600 43064300
655455100 209809500 43067000
655500400 209818800 43071300
655566000 209828500 43074600
655629500 209836600 43077400
655655400 209845500 43081000
655678600 209852400 43083500
656197000 209862300 43088200
656227300 209870500 43091500
656251200 209878500 43095000
656275500 209886800 43098700
656297400 209894000 43101100
656317500 209900900 43104700
656337900 209907700 43107100
656357800 209914500 43110100
656392500 209925900 43114600
656417400 209934300 43118400
656437600 209941300 43120300
656480800 209956400 43128400
656501100 209963900 43130400
656525800 209973100 43134000
656565700 209983200 43138400
656586800 209990200 43140600
656611900 209999700 43144500
656643100 210011800 43149500
656663200 210018600 43152400
656697800 210027700 43156200
656758800 210039000 43160600
656790200 210048200 43164500
656814000 210055300 43167500
656835400 210062100 43170500
656860400 210070900 43174400
656882900 210078100 43176400
656905200 210085200 43178800
656928700 210092400 43181000
656954000 210100700 43184700
656975300 210108400 43187900
656996300 210115500 43190400
657022400 210124900 43193700
657103200 210133100 43196500
657152500 210141100 43199500
657625800 210150500 43203700
657653600 210159500 43207700
657682900 210166600 43210600
657703600 210176000 43213300
657798300 210187200 43218200
657849200 210194400 43221000
657876000 210203800 43225500
657895900 210210700 43227700
657915000 210217600 43230300
657933700 210224500 43232900
657954900 210231500 43235800
657975400 210238500 43239100
658021300 210257100 43247500
658041900 210264700 43250600
658069200 210273000 43254700
658106800 210284500 43259400
658145300 210299000 43265600
658169200 210308000 43268800
658190000 210315100 43270800
658213500 210322200 43273200
658237500 210331700 43277100
658276900 210342700 43281700
658300200 210349800 43284500
658323500 210356800 43287400
658344200 210363900 43289800
658368600 210373600 43294000
658398400 210382900 43298000
658423100 210391400 43301600
658445300 210398600 43309600
658469300 210407700 43318800
658493600 210415700 43327300
658513900 210422600 43331200
658536800 210429700 43334100
658561700 210438200 43337900
658592000 210447700 43342300
658613000 210454500 43344800
658638100 210462800 43347700
658663500 210471900 43351600
658730200 210480700 43355000
658763500 210487800 43357200
658783500 210494700 43359400
658805600 210503600 43363200
658825500 210510500 43366200
658865100 210524500 43374000
658893600 210534100 43377600
659475000 210541600 43379800
659516100 210550700 43383400
659541300 210557900 43386000
659563300 210565000 43388700
659587500 210574800 43393200
659608300 210582300 43396200
659657000 210591900 43400500
659679400 210598900 43403300
659698100 210605800 43405800
659716200 210612900 43408300
659771600 210621100 43411500
659793100 210628000 43414100
659813300 210635100 43417000
659835500 210642200 43419600
659855000 210649100 43421600
659873500 210656200 43424400
659891400 210663200 43426600
659912800 210672000 43430300
659934000 210681100 43434500
659952100 210688200 43437500
659970200 210695000 43440600
659991200 210703700 43444300
660012400 210712000 43447300
660065900 210723600 43453700
660087000 210732400 43458400
660104800 210739600 43461600
660125800 210748400 43464900
660147200 210757200 43468500
660168300 210766400 43472900
660185900 210773200 43475600
660207200 210783400 43481000
660231600 210793400 43486600
660260600 210801900 43489100
660280400 210809400 43491500
660301700 210818100 43494400
660342700 210833500 43503100
660361600 210841100 43510800
660382000 210848000 43514400
660404700 210855700 43526100
660425400 210862500 43529600
660451700 210872000 43535000
660471200 210878900 43537700
660499900 210889300 43542000
660522500 210899200 43546300
660545600 210906900 43549400
660565700 210913900 43551900
660603100 210929100 43560600
660641100 210939300 43564400
660662000 210947100 43567200
660743300 210955000 43572300
660960800 210962900 43580100
660994200 210973300 43588300
661026100 210980400 43591800
661062300 210989100 43597800
661089100 210996400 43602300
661117900 211005400 43608500
661140300 211012300 43613400
661164600 211020700 43621800
661188200 211029300 43628700
661219600 211039500 43640900
661257600 211048200 43650100
661298100 211062500 43665100
661334900 211071400 43673300
661364300 211078900 43679300
661402200 211087000 43687800
661433500 211097900 43695500
661460000 211167300 43698700
661489000 211181600 43701300
661535000 211208200 43716500
661563300 211220900 43719200
661718200 211234300 43723100
661756200 211248400 43727200
661779200 211259300 43730100
661906600 211274300 43734100
661996700 211284900 43736300
662035500 211299700 43738800
662068400 211310600 43741300
662106000 211323400 43745300
662347500 211339300 43749600
662378300 211354000 43754100
662412800 211369500 43758700
662495000 211382900 43762200
662562800 211393500 43765200
662664800 211408200 43772900
662695200 211420300 43778000
662752100 211446000 43787500
662780900 211464300 43791700
662811200 211477600 43797900
662846700 211493700 43805300
662872300 211507600 43812400
662905200 211522800 43819200
662945900 211541300 43827500
662976600 211555800 43836000
663003900 211570100 43842000
663035800 211588300 43852600
663057900 211600800 43855600
663088200 211616700 43866800
663112000 211630000 43873700
663141900 211645500 43882400
663195000 211663500 43892000
663217300 211676400 43896400
663249500 211690500 43905100
663275100 211702400 43910300
663299300 211715800 43915500
663343600 211731700 43919500
663372000 211745300 43921800
663417500 211761800 43926300
663441600 211773900 43929100
663479000 211786700 43933000
663517100 211805700 43937500
663736800 211816500 43940800
663798900 211847100 43950500
663825800 211864200 43955300
663856700 211882500 43959700
663886800 211897000 43963000
663911300 211909900 43965900
663949600 211925100 43968800
663988600 211939800 43972500
664021700 211954500 43976500
664080700 211983200 43985100
664109700 211996800 43988000
664148600 212011600 43991500
664170800 212029600 43995100
664190500 212040000 43998200
664218400 212056400 44002100
664243300 212069300 44005100
664265600 212082300 44007700
664288100 212092600 44011200
664310700 212105200 44013700
664347700 212132700 44020900
664369400 212148300 44024900
664390300 212161200 44027200
664421500 212183800 44038600
664443600 212200300 44047100
664465500 212219100 44055900
664486600 212229900 44060300
664514200 212242600 44065500
664534500 212256200 44071700
664564500 212271100 44079400
664605200 212297200 44090100
664628800 212312600 44093900
664650800 212326300 44099400
664673400 212342900 44108200
664696300 212358000 44115800
664718700 212375600 44123900
664752900 212396100 44132500
664773800 212410100 44136600
664801900 212420500 44141600
664838500 212434300 44148000
664858700 212446500 44152600
664876900 212461100 44160000
664893400 212481500 44166400
664913900 212497500 44189700
664929600 212511400 44193600
664944800 212523600 44198200
664958500 212534800 44261000
664972400 212545500 44267900
664989100 212559500 44276800
665005200 212574900 44283300
665021600 212593500 44290300
665035500 212606500 44295000
665049500 212619600 44299700
665063400 212630600 44303600
665091300 212662200 44318000
665107300 212680600 44325100
665123600 212698000 44332200
665141600 212713700 44340400
665157700 212726400 44348300
665173600 212744500 44356100
665188600 212758300 44361500
665206300 212774100 44369300
665220300 212787200 44375000
665234000 212800600 44379800
665247900 212830600 44383000
665261500 212844100 44389100
665278900 212861800 44396100
665294100 212874900 44400800
665314500 212984600 44409800
665335900 213012200 44424000
665350100 213023600 44430000
665370800 213041900 44453500
665387600 213058700 44460100
665410000 213079100 44467800
665426100 213094100 44472000
665443000 213110400 44478600
665605900 213124100 44482200
665685500 213139900 44486000
665854100 213161700 44494600
665934600 213192800 44509500
666023400 213208600 44515300
666184400 213221400 44521000
666246100 213236500 44525800
666282200 213252900 44530700
666308100 213266500 44546900
666452000 213276300 44552800
666711300 213289800 44563400
666862200 213305700 44567300
667401400 213319200 44573500
667796900 213335100 44581900
668009100 213350800 44591300
668043400 213364000 44608500
668064400 213376800 44614100
668119600 213392100 44621500
668146900 213408100 44630200
668813000 213433500 44642400
668845300 213450900 44649700
668869600 213466300 44672900
668890300 213479000 44675900
668930800 213499500 44681900
668960900 213510400 44685900
668996200 213525100 44690900
669034300 213554700 44704000
669048900 213568200 44709100
669066300 213584800 44714700
669096600 213605000 44722400
669113300 213620600 44727300
669138300 213643900 44739000
669156900 213662100 44744600
669172100 213673300 44748100
669188100 213685200 44766600
669205200 213703000 44775400
669219700 213713900 44781900
669233300 213724400 44786800
669247000 213734500 44790600
669267700 213747500 44798000
669283700 213763800 44803800
669299500 213775100 44809200
669313400 213785400 44814000
669339600 213838300 44827300
669353100 213859500 44831800
669373100 213877400 44838000
669430400 213890400 44842400
669498100 213907000 44899700
669520800 213919600 44906300
669550300 213951000 44921100
669564300 213963800 44926500
669583800 213981600 44954600
669600100 213996600 44961000
669613900 214010000 44967700
669631200 214026500 44976800
669654700 214042500 44984900
669669700 214054300 44988500
669684000 214064600 44994000
669700600 214076000 45000900
669717200 214086400 45008100
669745000 214097200 45013600
669792500 214115500 45022600
669817300 214126900 45029300
669854300 214147100 45040700
669895600 214160300 45049000
669926300 214170600 45055100
669958600 214186900 45063900
670005200 214203300 45074700
670032300 214221800 45081500
670068600 214235100 45091700
670095700 214251100 45095500
670126100 214267400 45103900
670183600 214277800 45109900
670214400 214292400 45137400
670245600 214306500 45149900
670282300 214324000 45158900
670314100 214335300 45163000
670354400 214348200 45169100
670937000 214358300 45172900
670973000 214374100 45179500
670993800 214386300 45183600
671015000 214403600 45190100
671039000 214419100 45197200
671090000 214453900 45202100
671113500 214472100 45207600
671139400 214484900 45212300
671168800 214505800 45219000
671189800 214517100 45228400
671208300 214528300 45236400
671228100 214539400 45240300
671246900 214550800 45244700
671268200 214566900 45252900
671286500 214577000 45258200
671311800 214589400 45263800
671340000 214607500 45274000
671360200 214618200 45279200
671377800 214628600 45283700
671395900 214639400 45288400
671415900 214650000 45292900
671447400 214668200 45302700
671469800 214680800 45309100
671496300 214693000 45315000
671519300 214703700 45319100
671566300 214740900 45340300
672170100 214750400 45345000
672293200 214757500 45350200
672337500 214791500 45357900
672358600 214817400 45362500
672381100 214827700 45366800
672404200 214835100 45370100
672428700 214844700 45376200
672447800 214851800 45379500
672472900 214862100 45386700
672494100 214880200 45391100
672518600 214896400 45396600
672543300 214915400 45402400
672564900 214923100 45406300
672588800 214930500 45411300
672615600 214939200 45417300
672640700 214946100 45420700
672666600 214954600 45426900
672686700 214961700 45431400
672707700 214969000 45436000
672731800 214977200 45442600
672762900 214987600 45452000
672788600 214996400 45461400
672810500 215003300 45465900
672832400 215010100 45470600
672856200 215017300 45474100
672886300 215025900 45479600
673077800 215038100 45488100
673114800 215046700 45494300
673143300 215054800 45498600
673177400 215069700 45503700
673210200 215080900 45510000
673231200 215087800 45515000
673310200 215101700 45523400
673549000 215111500 45528400
674191100 215118400 45532700
674228100 215125300 45536700
674260000 215132500 45540700
674307400 215141900 45546400
674380500 215161400 45562800
674417600 215172100 45570400
674471400 215187800 45585000
674501300 215195500 45590300
674544900 215206200 45597600
674565500 215213200 45601100
674597400 215220400 45604500
674628300 215228400 45610600
674649700 215235500 45615800
674674900 215245000 45622700
674697400 215252200 45627400
674722400 215261200 45633000
674747500 215268300 45637500
674792100 215275300 45641600
675162600 215285900 45650000
675327500 215293900 45654300
675420600 215301200 45658600
675531100 215308100 45663000
675569700 215317400 45670000
675602700 215324500 45674600
675641200 215331600 45679700
675664300 215338400 45686600
675689000 215347000 45694100
675711600 215353900 45697100
675741600 215362500 45703900
675766600 215371500 45710600
675787000 215378400 45714500
675809900 215388900 45731100
675835200 215396100 45735300
675857700 215403000 45739900
675879100 215409900 45745100
675898700 215416900 45749300
675956100 215431500 45767000
675977000 215439100 45770700
676014600 215454100 45784400
676039100 215462700 45788800
676064500 215472600 45796300
676097800 215481600 45803200
676122300 215489600 45809200
676142900 215496600 45814000
676167000 215504500 45819300
676186900 215511500 45822600
676222000 215522100 45829100
676254400 215532800 45836500
676279800 215541500 45841000
676304500 215550500 45849300
676330400 215558300 45855100
676365500 215565500 45859500
676399500 215572400 45865200
676429000 215580700 45871600
676450000 215587600 45877100
676513700 215594500 45882000
676548200 215601400 45885600
676581200 215609300 45893300
676620100 215617400 45898800
676647900 215624300 45905000
676679800 215633300 45911000
676718000 215643600 45918700
676741200 215650500 45922000
676769800 215657600 45926700
676811800 215669000 45934300
676843300 215678700 45941600
676870200 215715400 45948500
676892000 215730000 45953800
676916800 215737800 45959400
676948600 215747100 45964100
676981200 215754300 45967800
677019100 215763000 45973700
677048100 215772700 45978000
677077800 215779900 45982000
677113600 215788400 45987400
677155800 215797700 45992900
677184200 215804700 45996300
677206500 215811600 45999900
677238800 215820700 46005400
677262400 215827800 46010200
677292000 215837100 46016100
677323200 215844000 46020500
677348000 215851100 46024200
677372200 215858200 46028600
677401500 215865300 46032500
677431900 215874600 46041000
678802100 215882800 46046900
678843700 215890400 46050300
678869400 215899200 46055800
678892200 215906000 46059900
678917100 215913200 46063800
678935700 215920200 46068000
678957400 215927200 46073100
678982000 215935100 46090900
679003700 215942200 46095800
679035200 215950800 46106300
679063300 215959400 46114400
679093700 215967900 46120600
679117800 215975100 46127900
679148000 215984100 46135800
679171600 215991100 46145100
679196900 216000100 46157500
679219400 216007000 46162500
679246200 216015300 46169400
679272600 216023700 46175500
679297700 216033200 46183100
679318700 216040200 46188900
679340400 216047100 46194500
679364600 216055600 46200500
679391500 216064400 46206600
679475500 216071700 46211100
679504600 216078800 46220700
679529900 216088400 46231900
679551500 216095700 46237700
679572800 216102900 46243700
679595400 216110000 46248700
679625200 216121600 46253200
679675800 216133200 46266800
679713200 216142700 46272500
679735100 216149800 46274600
679771700 216158800 46278700
679795500 216167700 46282700
679815200 216174500 46285600
679835100 216181400 46288800
679859400 216189500 46292600
679912900 216198200 46296400
679940600 216207400 46300000
680012500 216219700 46305200
680040900 216229600 46310200
680067300 216252500 46314200
680087900 216277800 46316800
680107800 216287900 46320100
680131800 216296900 46323000
680156100 216304800 46326100
680179400 216314900 46331300
680202600 216323300 46334500
680223400 216330300 46337200
680249400 216338900 46340400
680275300 216346800 46343900
680296900 216353800 46346800
680343600 216373300 46375600
680370100 216384300 46380400
680411500 216392800 46383900
680437500 216403300 46387800
680467100 216411900 46391400
680491000 216419700 46393800
680512300 216426700 46397000
680553300 216437400 46401700
680577500 216446200 46405700
680601100 216454100 46409200
680623400 216461200 46411800
680645700 216468200 46414400
680665500 216475200 46417600
680689700 216484800 46421700
680712200 216491900 46424300
680750200 216507000 46432500
680770100 216514500 46436400
680789800 216521500 46439100
680814500 216529200 46442900
680834100 216536000 46446000
680856300 216543100 46449100
680880100 216553100 46453300
680911500 216563800 46457500
680931400 216570800 46461000
680955300 216578800 46464100
680987600 216590300 46468900
681007700 216597900 46472200
681027700 216604800 46474900
681047700 216611900 46477200
681071500 216620200 46480900
681093700 216627400 46482900
681126800 216638400 46487100
681151100 216648500 46491400
681172100 216655600 46494100
681213200 216673300 46503700
681241500 216683500 46507900
681261700 216690600 46511400
681281800 216697600 46514100
681301900 216704500 46517200
681326200 216714200 46521800
681402400 216723200 46525600
681427600 216730300 46528300
681452600 216739000 46532400
681472500 216745900 46534900
681494900 216753000 46537200
681514700 216759900 46540500
681534200 216766700 46542800
681554000 216773700 46546200
681590400 216784700 46551600
681614800 216794700 46556000
681650300 216808100 46583900
681669300 216815800 46590700
681702300 216826300 46601000
681729500 216834400 46609200
681754900 216843200 46617900
681777800 216852800 46627100
681802200 216861100 46635200
681822500 216867900 46640700
681842300 216874700 46647400
681869300 216885200 46656400
681961800 216892100 46667400
682018000 216898900 46675900
682079700 216906700 46684900
682187800 216916400 46693800
682252600 216923300 46700900
682293800 216930100 46705900
682379100 216938400 46714700
682491400 216947700 46724400
682538200 216954600 46731100
682651700 216962900 46739500
682712100 216971400 46746400
682767400 216979400 46753000
682831400 216986500 46758400
682857600 216996400 46767000
682881900 217004700 46773800
682905800 217013600 46781000
682933600 217022300 46789200
682957700 217031000 46795200
682982500 217038800 46800800
683008900 217047700 46809800
683038900 217056500 46816900
683071600 217068700 46826500
683094000 217075800 46832000
683113200 217082700 46837200
683132900 217089600 46842700
683155700 217096600 46849300
683233100 217106100 46857800
683318800 217113200 46861900
683342500 217120100 46868900
683385000 217131600 46878300
683421200 217141100 46885600
683468700 217173500 46906300
683493500 217194100 46913900
683516400 217205500 46920500
683541000 217243400 46927300
683572100 217267100 46934800
683600400 217320300 46941400
683638000 217346400 46950400
683669000 217359300 46957100
683712300 217372900 46963500
683740000 217387600 46969800
683762000 217399000 46976200
683786500 217559600 46983300
683810700 217575500 46992200
683835300 217584400 46998700
683878500 217604800 47014300
683913900 217615000 47021100
683942500 217623000 47029900
683970700 217632200 47036900
683993000 217640000 47041300
684016500 217649200 47048900
684040400 217657300 47054700
684068900 217665500 47060500
684124800 217685200 47078200
684153700 217693400 47082800
684182400 217707400 47090700
684205800 217719000 47096700
684237500 217731000 47101800
684273100 217746000 47110300
684300300 217759300 47119000
684327000 217772500 47127700
684349300 217782600 47133100
684375300 217794200 47140700
684397000 217803800 47147400
684424700 217816800 47154400
684452700 217831500 47162800
684485400 217845300 47171100
684507000 217855400 47176000
684531200 217865200 47182100
684552300 217875500 47191800
684576800 217882900 47199900
684604600 217891200 47209600
684634200 217898400 47215200
684683300 217909500 47224500
684703000 217917500 47231600
684724800 217928300 47237300
684743600 217936800 47243700
684762000 217944500 47250000
684792300 217991700 47258900
684812600 218003400 47264800
684832700 218012000 47270600
684860800 218025000 47284700
684881100 218039300 47292100
684923200 218084200 47311900
684945800 218718000 47321400
684975600 218836200 47331100
684995200 218875900 47337100
685014800 218909800 47344300
685034600 218944700 47349800
685058600 218996000 47357700
685088000 219078700 47364900
685117700 219160200 47372500
685141600 219238200 47380300
685161300 219329900 47385900
685772800 219641900 47391300
685802400 219670700 47397100
685825400 219678300 47402800
685849400 219685300 47408300
685872200 219692600 47415200
685900400 219702600 47422300
685998000 219711200 47429100
686043200 219719100 47436600
686072500 219728000 47442700
686092400 219734900 47781600
686201500 219741700 47789300
686311500 219749000 47795100
686384500 219761700 47804800
686649600 219769700 47812200
686728200 219777500 47820500
686768800 219784500 47826100
686921800 219793300 47834300
686961200 219801300 47841500
686985700 219808100 47847700
687013900 219815000 47854000
687037800 219822000 47859000
687063900 219829100 47865300
687117900 219841200 47875100
687221800 219849300 47881700
687356800 219869200 47897500
688552100 219876800 47903600
689327700 219884300 47909900
689449300 219893400 47918000
689511300 219900500 47924900
689578200 219908800 47932000
689732600 219918500 47940500
690210600 219927300 47948200
690428300 219937500 47956600
690577400 219944400 47964300
690610100 219953500 47974800
690753500 219960900 47980500
690791100 219968100 47985000
690813700 219975100 47989100
690834800 219982000 47994000
690855500 219988800 48006700
690890000 219997400 48014500
690920000 220006200 48021700
690945000 220013300 48029900
690977100 220022100 48035900
691003700 220030900 48040900
691030400 220039800 48046900
691056800 220049100 48052400
691084000 220057400 48057700
691111000 220066400 48063200
691143900 220076600 48070400
691170100 220086200 48077200
691207100 220094900 48082300
691229600 220102000 48086000
691251900 220108800 48090200
691279900 220116800 48095600
691302100 220123700 48099000
691326100 220130800 48103400
691352600 220140700 48111300
691383500 220149200 48117600
691406300 220156200 48122500
691455900 220173600 48135600
691478400 220181200 48139600
691507300 220191200 48148300
691532300 220198200 48152000
691575500 220206900 48157800
691616500 220215100 48163000
691652100 220227800 48167000
691678100 220238800 48171700
691708600 220246100 48176800
691729000 220253000 48190700
691752900 220263700 48200800
691791000 220274600 48207900
691813000 220281700 48212200
691846700 220291900 48219200
691868500 220299000 48223500
691890400 220306000 48227600
691911400 220324600 48232100
691932700 220332000 48236500
691953600 220338900 48240900
691981800 220350300 48246000
692004300 220357400 48250500
692032200 220364400 48254600
692057200 220375200 48261900
692080100 220384000 48265700
692102400 220393200 48271200
692140600 220401900 48276100
692164900 220411800 48281400
692192000 220419600 48287400
692212600 220426500 48290700
692232100 220433300 48295800
692256600 220441600 48301100
692282100 220451100 48306900
692301900 220458000 48311600
692324900 220467900 48318400
692347100 220477300 48326100
692369800 220485200 48330900
692388500 220492100 48335000
692410100 220501400 48341700
692449600 220518500 48356200
692471000 220528400 48361700
692489700 220535600 48366800
692511200 220544000 48372600
692539400 220555500 48380800
692671500 220562500 48385300
692722100 220571000 48391600
692750000 220578200 48395600
692783400 220587900 48401500
692821200 220594800 48406800
692845300 220601600 48411400
692871100 220608700 48415900
692899200 220615800 48420100
692949100 220630200 48431800
692976300 220639200 48437000
693008800 220647400 48440900
693038200 220657300 48447800
693069400 220665600 48453500
693097100 220672600 48457200
693129100 220679400 48461000
693167300 220687300 48466600
693199000 220694100 48469400
693231400 220701000 48473900
693269800 220708900 48478800
693312500 220717600 48484800
693348300 220724700 48488600
693378100 220731600 48626500
693411200 220738800 48632700
693437200 220745700 48636300
693469300 220752600 48641200
693511000 220762100 48649200
693564900 220769500 48655300
693591900 220779300 48662400
693616400 220787300 48667000
693637500 220794200 48671100
693657800 220801300 48676900
693701200 220813700 48685200
693721600 220826100 48689300
693752600 220840600 48702300
693772000 220848000 48706400
693802700 220857900 48714500
693848600 220866100 48718800
693895900 220874900 48725200
693920900 220885500 48728700
693951400 220900000 48733700
693982800 220908800 48738300
694007700 220916400 48743600
694032200 220927000 48746300
694059500 220934400 48750000
694101200 220943600 48756500
694226300 220953500 48764500
694647600 220970900 48777500
694763400 220980500 48782600
694908400 220987500 48788600
695004400 220994500 48793400
695115800 221004700 48799900
695192500 221014000 48805800
695326300 221024300 48811400
695350400 221031400 48816000
695365400 221038400 48820600
695383500 221047400 48825000
695404500 221056700 48832800
695428900 221067100 48838400
695445900 221076000 48844200
695462100 221083900 48849500
695479900 221092200 48854000
695496200 221100600 48858200
695512600 221108800 48863000
695526500 221115800 48867600
695542700 221125400 48874500
695564000 221134500 48880500
695579300 221141700 48885700
695592800 221148600 48890600
695606400 221155500 48893700
695621100 221163400 48896300
695634700 221170200 48902400
695648400 221177000 48905800
695670100 221188300 48912500
695699900 221204100 48925300
695715200 221212100 48928300
695730500 221219200 48932300
695756400 221277900 48943200
695771700 221297500 48948600
695787800 221306900 48953300
695808600 221318200 48959800
695822300 221326100 48963500
695836400 221333200 48969100
695853000 221340900 48973800
695873200 221350300 48979100
695891400 221360400 48982700
695910600 221370000 48988500
695927500 221378200 48993200
695946000 221387000 48998500
695959600 221393800 49002500
695975900 221402400 49007400
695991900 221411500 49014700
696019000 221432300 49027600
696034400 221441500 49032800
696049400 221448900 49036900
696062900 221456000 49043000
696077100 221463100 49048300
696092300 221470300 49052800
696106300 221477300 49056100
696120100 221484200 49058900
696133800 221491100 49062500
696150000 221501700 49069900
696164000 221508500 49075600
696177600 221515500 49078700
696199100 221526800 49086400
696215500 221535000 49091400
696280200 221542000 49095800
696301600 221549000 49098900
696333000 221557100 49104400
696351600 221564200 49107700
696368600 221573800 49113500
696382500 221580700 49118500
696399000 221590400 49124300
696415000 221598900 49131100
696432200 221606700 49136400
696451300 221615200 49141500
696467200 221623200 49145100
696482500 221630400 49149600
696496400 221637400 49152900
696513800 221645300 49157000
696540500 221652300 49163300
696562000 221659300 49166500
696581200 221666200 49169600
696602400 221673200 49173700
696625400 221681200 49177300
696653900 221693300 49184800
696679200 221705300 49190100
696755000 221716700 49195500
696778600 221733400 49200900
696800100 221746900 49207400
696819100 221759200 49214600
696838300 221773700 49222200
696860300 221792000 49230600
696880800 221817600 49235300
696902200 221837200 49240400
696922100 221847600 49244800
696942500 221860000 49250800
696963800 221871200 49256400
696984900 221883600 49261400
697002900 221893400 49266500
697020400 221903400 49269300
697042200 221916200 49275000
697063300 221932600 49281900
697080800 221995300 49285800
697098800 222008400 49289000
697122400 222018100 49292400
697158700 222034100 49298200
697181500 222043300 49301300
697204100 222050400 49303800
697255200 222060400 49307500
697278900 222067300 49309900
697571700 222075000 49312800
697747100 222082200 49315500
697850500 222089100 49317900
698034700 222097700 49322400
698080500 222104600 49324800
698114300 222113400 49328500
698144800 222121600 49331400
698174500 222130700 49335400
698316600 222138800 49337700
698350600 222145700 49340500
698389000 222152700 49343600
